0,1,-1.3539414304152315,False,0,,,
0,2,-1.614065170288086,False,18,0,,
2,1,0.3052184283733368,True,19,,0,
0,2,0.5433319589574219,False,22,1,,
0,3,-0.696995735168457,False,23,0,,
3,2,-0.380473523728144,False,24,1,0,
0,4,1,False,65,0,,
4,3,-0.696995735168457,True,66,0,,
0,5,1,True,94,0,,
5,4,1,True,95,0,0,
2,1,0.6690283664568268,True,335,,1,
0,2,0.9653478372721731,False,377,2,,
3,2,-0.3410471931504204,False,3885,3,0,
0,6,1,True,7450,0,,
6,2,0.9653478372721731,True,7451,2,,
3,7,1,False,8730,0,0,
7,2,-0.3410471931504204,True,8731,3,0,
3,8,1,True,13407,,0,
8,7,1,True,13408,0,,
3,9,1,True,16803,0,0,
9,2,-0.380473523728144,True,16804,1,0,
0,10,1,True,18581,0,,
10,2,-1.614065170288086,True,18582,0,0,
